"","age","educ","black","hisp","married","nodegr","re74","re75","re78","u74","u75","treat","pscores"
"366",24,12,1,0,0,0,0,159.885,0,1,0,0,0.521479311892083
"367",17,11,1,0,0,1,989.268,165.208,4251.13,0,0,0,0.37230009821145
"368",18,10,1,0,0,1,960.427,240.107,2891.67,0,0,0,0.301636869524194
"369",18,10,1,0,0,1,0,273.553,5514.37,1,0,0,0.30875420947073
"370",28,10,1,0,0,1,1471.29,367.823,4858.9,0,0,0,0.30192170180178
"371",27,13,0,0,0,0,5214.31,474.502,4812.58,0,0,0,0.63457713779095
"372",31,12,0,0,0,0,0,494.643,0,1,0,0,0.583036443076489
"373",22,9,1,0,0,1,0,506.408,604.199,1,0,0,0.426211211820758
"374",31,10,1,0,0,1,0,520.446,14527.9,1,0,0,0.31494552116163
"375",26,10,1,0,1,1,6140.37,558.773,0,0,0,0,0.273002885741691
"376",18,9,0,0,0,1,0,559.596,7300.5,1,0,0,0.480673074815079
"377",23,11,1,0,0,1,6382.31,580.79,0,0,0,0,0.339707335482071
"378",20,12,1,0,0,0,0,591.815,4159.92,1,0,0,0.527786359208509
"379",19,10,1,0,0,1,0,604.154,0,1,0,0,0.313723612631693
"380",18,11,1,0,0,1,1064.7,645.272,5497.59,0,0,0,0.379520273771405
"381",17,10,1,0,0,1,0,664.569,0,1,0,0,0.314193333157421
"382",27,12,1,0,1,0,0,752.39,0,1,0,0,0.532119273044998
"383",27,11,1,0,0,1,3065.19,766.299,0,0,0,0,0.368142176476685
"384",28,12,0,0,0,0,0,803.343,16477,1,0,0,0.587391554759993
"385",28,11,1,0,0,1,2431.95,863.48,0,0,0,0,0.374708704721159
"386",21,10,1,0,0,1,6661.06,1162.36,39483.5,0,0,0,0.276773749150919
"387",17,10,0,1,0,1,4905.12,1168.9,11306.3,0,0,0,0.175746308746678
"388",26,11,1,0,0,1,4699.96,1174.99,6672.02,0,0,0,0.36194174025048
"389",29,9,1,0,0,1,0,1203.82,9378.65,1,0,0,0.439345658460657
"390",17,10,0,1,0,1,1203.61,1239.63,5088.99,0,0,0,0.194663421946916
"391",22,11,1,0,0,1,7914.13,1321.66,2639.29,0,0,0,0.339472288645059
"392",24,11,1,0,0,1,0,1327.99,9495.9,1,0,0,0.400041653135882
"393",20,12,1,0,0,0,557.699,1371.47,20893.1,0,0,0,0.536317126631406
"394",18,12,1,0,0,0,0,1405.51,0,1,0,0,0.540937026658018
"395",24,11,0,0,0,1,2669.73,1468.38,10361.7,0,0,0,0.434693510462165
"396",21,9,0,0,0,1,2988.41,1577.17,1740.2,0,0,0,0.47414652735346
"397",30,8,1,0,0,1,0,1706.66,0,1,0,0,0.49424642600771
"398",31,11,1,0,0,1,17711.9,1726.45,0,0,0,0,0.279004754920063
"399",17,10,0,1,0,1,1442.68,1734.56,6354.19,0,0,0,0.198692171644326
"400",19,9,1,0,0,1,8409.63,1778.09,7171,0,0,0,0.380175106318545
"401",23,11,1,0,0,1,0,1896.02,5573.55,1,0,0,0.409019353567433
"402",22,12,1,0,0,0,4380.02,2003.68,439.688,0,0,0,0.516321362681675
"403",29,12,1,0,0,0,22859.4,2080.21,16970,0,0,0,0.371570647259931
"404",22,10,1,0,0,1,0,2174.96,5344.02,1,0,0,0.337540981915351
"405",29,13,1,0,0,0,718.249,2265.58,2725.32,0,0,0,0.645817531210203
"406",19,11,1,0,0,1,721.341,2445.59,9772.28,0,0,0,0.411362224185231
"407",17,9,1,0,0,1,0,2595.27,0,1,0,0,0.459709266906836
"408",18,10,1,0,0,1,1716.51,2682.13,0,0,0,0,0.331836978404554
"409",19,12,1,0,0,0,8417,2814.2,1720.91,0,0,0,0.496345089913148
"410",20,6,1,0,0,1,6006.88,2850.61,0,0,0,0,0.216620244732175
"411",33,11,1,0,0,1,10523.8,2899.82,18859.9,0,0,0,0.346556045116957
"412",36,11,0,1,0,1,5443.73,3063.88,1324.54,0,0,0,0.250949818776143
"413",25,11,1,0,0,1,15210,3072.73,284.658,0,0,0,0.313692863125204
"414",19,11,1,0,0,1,3504.01,3285.68,11195.9,0,0,0,0.403102791066908
"415",23,8,1,0,0,1,7724.28,3403.06,0,0,0,0,0.458261618748318
"416",17,11,1,0,0,1,4080.73,3796.03,0,0,0,0,0.40639008484847
"417",43,10,1,0,0,1,2502.87,4128.44,7565.27,0,0,0,0.353271592130563
"418",26,11,1,0,1,1,0,4184.73,0,1,0,0,0.447388046371655
"419",27,11,1,0,1,1,0,4491.88,0,1,0,0,0.452735187008286
"420",19,11,1,0,0,1,6337.49,4503.06,0,0,0,0,0.400580848472285
"421",28,11,1,0,1,1,8593.16,5393.9,4974.59,0,0,0,0.399346374126397
"422",28,12,1,0,1,0,10585.1,5551.46,12780,0,0,0,0.526800244488676
"423",26,8,1,0,0,1,1126.29,5562.6,3523.58,0,0,0,0.548816709986395
"424",31,12,1,0,0,0,0,5613.91,0,1,0,0,0.612887239152642
"425",23,11,1,0,0,1,7617.36,5716.41,10274.8,0,0,0,0.41110836925587
"426",20,12,1,0,0,0,7182.49,6004.73,4779.72,0,0,0,0.560011078723838
"427",28,10,1,0,1,1,8293.35,6449.48,16988.2,0,0,0,0.342656786251967
"428",39,12,1,0,1,0,19785.3,6608.14,499.257,0,0,0,0.472220732806449
"429",21,8,1,0,0,1,39570.7,6608.3,3083.58,0,0,0,0.270521306942989
"430",22,11,1,0,0,1,8810.07,6974.48,3708.72,0,0,0,0.421996375048057
"431",20,11,1,0,0,1,8009.16,7666.88,7659.22,0,0,0,0.439356639504889
"432",21,11,0,1,0,1,2992.53,8920.47,20857.8,0,0,0,0.3466558709961
"433",23,12,0,1,0,0,5721.7,8960.68,7078.18,0,0,0,0.462986045507814
"434",29,9,1,0,0,1,9268.94,9160.69,0,0,0,0,0.497308879517607
"435",28,9,1,0,1,1,10222.4,9210.45,1239.84,0,0,0,0.49013950292842
"436",30,11,1,0,1,1,0,9311.94,3982.8,1,0,0,0.534309611919709
"437",25,10,1,0,1,1,13520,9319.44,0,0,0,0,0.347135806844829
"438",28,11,1,0,1,1,824.389,10033.9,0,0,0,0,0.539233895878408
"439",22,10,0,0,0,1,27864.4,10598.7,7094.92,0,0,0,0.310890255213609
"440",44,9,1,0,1,1,12260.8,10857.2,12359.3,0,0,0,0.504984050829097
"441",21,9,1,0,0,1,31886.4,12357.2,0,0,0,0,0.368019742798513
"442",28,11,1,0,0,1,17491.5,13371.3,0,0,0,0,0.45967005148781
"443",29,9,0,1,0,1,9594.31,16341.2,16900.3,0,0,0,0.455823332129519
"444",25,9,1,0,1,1,24731.6,16946.6,7343.96,0,0,0,0.50126762810202
"445",22,10,0,0,1,1,25720.9,23032,5448.8,0,0,0,0.527557520433419
